32,4415.2419
64,2084.5134
128,4672.0135
256,1587.4316
512,1513.7804
1000,1335.3047
2000,1222.0155
4000,1352.0614
6000,1188.1129
7000,1152.5133
10000,1380.0326
50000,1372.2952
100000,10367.5031
