32,289.2196,
64,443.7374,
128,630.0225,
256,801.7628,
512,932.6609,
1000,1015.1819,
2000,1054.0152,
4000,1081.4838,
6000,1082.5209,
7000,1091.3277,
10000,1095.7552,
50000,1104.3497,
100000,1098.6037,
