32,1763.2057,
64,1375.4722,
128,1289.0589,
256,1210.7599,
512,1198.8393,
1000,1183.0049,
2000,1178.1753,
4000,1174.2171,
6000,1175.4181,
7000,1174.6879,
10000,1178.0173,
