32,1716.1434,
64,1342.9614,
128,1242.8022,
256,1210.1268,
512,1194.0303,
1000,1171.0773,
2000,1178.9742,
4000,1177.2216,
6000,1176.0489,
7000,1179.9176,
10000,1175.1256,
50000,1173.8676,
100000,1167.5777,
