32,1391442.0
64,1201260.0
128,1138894.0
256,758217.6183
512,519376.8986
1000,309681.2633
2000,257339.1909
4000,172152.8743
6000,142363.8476
7000,116651.7307
10000,104424.9242
50000,21932.2889
100000,18494.6821
