32,1146.7939,
64,1157.8849,
128,1159.6518,
256,1164.4377,
512,1167.389,
1000,1167.6909,
2000,1167.4626,
4000,1168.3477,
6000,1169.8432,
7000,1169.0196,
10000,1168.0556,
