32,1634.2634
64,1266.4576
128,890.4797
256,591.8736
512,444.6682
1000,4176.9111
2000,8732.1725
4000,8807.1555
6000,8839.8315
7000,8843.2663
10000,8887.6564
50000,8899.7661
100000,8874.7652
