32,39434.9736
64,8567.2134
128,5091.9689
256,9330.5496
512,6177.4009
1000,7536.2582
2000,5966.1408
4000,6784.0505
6000,9390.0152
7000,7717.0639
10000,6263.5364
50000,6037.8295
100000,14008.5691
500000,13159.3619
