32,4595205.0
64,1445353.0
128,2179086.0
256,1442951.0
512,1099073.0
1000,947861.6944
2000,1814581.0
4000,1742816.0
6000,1273768.0
7000,1638861.0
10000,1063781.0
50000,1025526.0
100000,904205.1792
500000,562455.15
